;Nombre;Estrellas;Ciudad;Calificacion;Numero de reseñas;Precio por noche;Direccion;Servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252;Hotel Plaza del Arco - Monterrey;4;Monterrey;7.4;339;749;Avenida Hidalgo, 9. Colonia Centro,  96700,  Minatitlan,  México;['Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Equipo para planchar', 'Escritorio', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Niñera'],,,,,,,,,,,
253;Napoles Condo Suites;0;Ciudad de México;7.3;308;750;Blvd. Lázaro Cárdenas s/n,  23450,  Cabo San Lucas,  México;['Alberca', 'Desayuno', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi gratis', '', 'Aire acondicionado', 'Escritorio', 'Televisión por cable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254;Best Western Minatitlan;4;Minatitlan;7.5;527;752;Calle 12 Norte S/N entre 5ta y 10ma avenida,  77710,  Playa del Carmen,  México;['Alberca', 'Alberca exterior', 'Botones', 'Boutique en la propiedad', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Elevador', 'Fax/módem', 'Gel desinfectante disponible', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de limpieza', 'Sombrillas', 'Spa', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Caja fuerte en habitación', 'Escritorio', 'Minibar', 'Pantalla plana', 'Radio', 'Secadora de cabello', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,
255;Seven Crown Express & Suites;0;Cabo San Lucas;7.6;1917;752;Calle 10 Norte entre Avenida 15 y 20, Centro,  77710,  Playa del Carmen,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Bar en la alberca', 'Camastros', 'Check-in/check-out online', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitaciones hipoalergénicas', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Sombrillas', 'Spa', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Baño con tina', 'Caja fuerte en habitación', 'Equipo para planchar', 'Minibar', 'Pantalla plana', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'TV por satélite', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Cama de bronceado', 'Tina de hidromasaje', 'Hotel accesible'],,,,,,
256;In Fashion Hotel & Spa;4;Playa del Carmen;7.8;1665;753;Calle 10 Norte esquina con 15va avenida,  77710,  Playa del Carmen,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Elevador', 'Habitación de no fumar', 'Recepción 24 horas', 'Restaurante', 'Servicio de limpieza', 'Sombrillas', 'Terraza', 'Toallas en la alberca', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Minibar', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Cama de bronceado', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,
257;La Pasión Hotel Boutique by Bunik;4;Playa del Carmen;9.0;2346;755;Av. Constitucion 1871,  22000,  Tijuana,  México;['Habitación de no fumar', 'Recepción 24 horas', 'Servicio a la habitación 24hrs', 'Servicio de limpieza', 'Terraza', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Escritorio', 'Pantalla plana', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Tetera', 'Wifi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258;Caché Hotel Boutique - Adults Only;3;Playa del Carmen;8.0;894;755;Carretera México- Nogales Km 1621-100,  81254,  Los Mochis,  México;['Café', 'Check-in/check-out online', 'Check-in/out exprés', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sala de conferencias', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Escritorio', 'Pantalla plana', 'Secadora', 'Wifi', 'Wifi gratis (habitaciones)', 'Estancia gratuita para niños'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259;Hotel Plaza Hermosa;2;Tijuana;5.9;339;756;272 Boulevard Benito Juárez,  22703,  Rosarito,  México;['Alberca', 'Estacionamiento', 'Habitación de no fumar', 'Mascotas permitidas', 'Recepción 24 horas', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Clóset', 'Escritorio', 'Secadora de cabello', 'Ventilador', 'Wifi gratis (habitaciones)', 'Tina de hidromasaje', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260;Zar Los Mochis;3;Los Mochis;7.0;425;756;C/ José Guadalupe Montenegro 1572,  44170,  Guadalajara,  México;['Alberca', 'Alberca exterior', 'Botones', 'Café', 'Check-in/check-out online', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Cafetera', 'Caja fuerte en habitación', 'Escritorio', 'Pantalla plana', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,
261;Hacienda Corteza;0;Rosarito;6.0;36;756;Av. Adolfo Lopez Mateos 2420,  37530,  Leon,  México;['Centro de negocios', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Traslado desde/al aeropuerto', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Calefacción central', 'Escritorio', 'Televisión por cable', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Cunas disponibles'],,,,,,,,,,,,,,,,,,,,,,,,,,,
262;Hotel Isabel;4;Guadalajara;8.4;2010;757;Calle 61 por 54 y 56 No. 474,  YUC 97000,  Mérida,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Camastros', 'Centro de negocios', 'Check-in/check-out online', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Microondas', 'Se pueden abrir ventanas', 'TV', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas'],,,,,,,,,,,,,,
263;Hotel Soleil Business Class;3;Leon;8.8;370;760;20 De Noviembre No. 502,  68000,  Oaxaca,  México;['Check-in/check-out online', 'Desinfección frecuente', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'Escritorio', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264;Hotel Nacional Merida;4;Mérida;7.6;618;760;Avenida Lopez Mateos Sur 265,  44530,  Guadalajara,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Café', 'Camastros', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Elevador', 'Estacionamiento', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Sombrillas', 'Terraza', 'Toallas en la alberca', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Calefacción central', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,
265;Hotel Rivera;3;Oaxaca;7.0;175;760;Felipe Flores No 39,  29200,  San Cristóbal de las Casas,  México;['Bar en el hotel', 'Botones', 'Café', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Calefacción central', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,
266;Hotel Ronda Minerva;4;Guadalajara;7.9;2017;765;Belisario Domínguez,1234,  87040,  Guadalajara,  México;['Botones', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Camas hipoalergénicas', 'Clóset', 'Escritorio', 'Microondas', 'Pantalla plana', 'Sala de estar', 'Se pueden abrir ventanas', 'Televisión de paga', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,
267;Parador Margarita;4;San Cristóbal de las Casas;9.0;255;765;Av. Central Sur,94,  30700,  Tapachula,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Camastros', 'Centro de negocios', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Toallas en la alberca', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Equipo para planchar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,
268;Hotel Belisario INN;3;Guadalajara;7.8;97;765;Av. Vallarta 4845,  45020,  Zapopan,  México;['Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Desayuno', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Pantalla plana', 'Sala de estar', 'TV', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Niñera'],,,,,,,,,,,,,,,,,,,,,,
269;Hotel San Francisco;4;Tapachula;7.8;1260;767;Riva Palacio 67, Del. Cuauhtémoc, Guerrero, Cuauhtémoc,  06300,  Ciudad de México,  México;['Centro de negocios', 'Check-in/check-out online', 'Concierge', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sala de juegos o videojuegos', 'Sana distancia', 'Toma de temperatura', 'Wifi gratis', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'Televisión por cable', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270;Hotel & Suites Quinta Magna;4;Zapopan;8.0;1553;768;Francisco Ave. Madero No. 418,  86000,  Villahermosa,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Boutique en la propiedad', 'Camastros', 'Centro de negocios', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Fax/módem', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'Pantalla plana', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión de paga', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Estancia gratuita para niños'],,
271;Hotel MX lagunilla;0;Ciudad de México;8.2;477;768;Prolongación Paseo Usumacinta, 139 - Col. Guayabal,  86090,  Villahermosa,  México;['Bar en el hotel', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'PC con internet', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Servicio a la habitación', 'Servicio de limpieza', 'Spa', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Cafetera', 'Escritorio', 'Pantalla plana', 'Sala de estar', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,,,
272;Hotel Olmeca Plaza;4;Villahermosa;8.0;1904;769;Av. Juarez No. 114,  98000,  Zacatecas,  México;['Alberca', 'Alberca techada', 'Botones', 'Boutique en la propiedad', 'Check-in/check-out online', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio de lavandería', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Calefacción central', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,
273;Mia City Villahermosa;3;Villahermosa;7.8;890;770;CALLE 2A NORTE 313,  33000,  Delicias,  México;['Bar en el hotel', 'Café', 'Centro de negocios', 'Cubrebocas disponibles', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Calefacción central', 'Equipo para planchar', 'Escritorio', 'Televisión por cable', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
