;Nombre;Estrellas;Ciudad;Calificacion;Numero de reseñas;Precio por noche;Direccion;Servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30;Hotel B&b Playa Del Carmen;0;Playa del Carmen;7.6;156;420;Centro,  77710,  Playa del Carmen,  México;['Alberca', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio de lavandería', 'Servicio de limpieza', 'Spa', 'Wifi gratis', 'Aire acondicionado', 'Televisión por cable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31;Cabañas Villa Del Sol;0;La Trinitaria;8.0;9;420;La Trinitaria,  México;['Acceso directo a la playa', 'Estacionamiento', 'Mascotas permitidas', 'Wifi gratis', 'Cocina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32;Casa Matia;0;Guadalajara;8.4;50;420;1041 Calle Manuel López Cotilla,  44160,  Guadalajara,  México;['Café', 'Check-in/check-out online', 'Desinfección frecuente', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Cocina', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33;Hotel Villas De Santiago Inn;0;Tijuana;6.4;724;421;Carretera Escenica Tijuana-Ensenada 820,  22530,  Tijuana,  México;['Check-in anticipado', 'Desayuno', 'Estacionamiento', 'Habitación de no fumar', 'PC con internet', 'Recepción 24 horas', 'Resguardo de equipaje', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de lavandería', 'Servicio de limpieza', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34;Hotel San Martin;2;San Cristóbal de las Casas;8.1;51;423;Real de Guadalupe 16,  29200,  San Cristóbal de las Casas,  México;['Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de lavandería', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Equipo para planchar', 'Se pueden abrir ventanas', 'TV', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35;Hotel Lira - Solo Adultos;0;Ciudad de México;7.8;199;427;GOBERNADOR JOSÉ CEBALLOS 70,  11850,  Ciudad de México,  México;['Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio a la habitación', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Escritorio', 'Teléfono', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36;Oyo Hotel Montes, Atlixco;2;Atlixco;7.7;62;429;8 poniente 307, Colonia Centro,  74200,  Atlixco,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Caja fuerte en habitación', 'Se pueden abrir ventanas', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37;Hotel Casa Azabache;0;San Cristóbal de las Casas;9.0;84;432;46 Francisco León,  29250,  San Cristóbal de las Casas,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Baño con regadera', 'Clóset', 'Cocina', 'Escritorio', 'Secadora de cabello', 'Wifi', 'Wifi gratis (habitaciones)', 'Masajes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
38;Hotel Enterprise Inn Plaza;3;Leon;6.4;132;449;Benito Juárez,233,  37000,  Leon,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Equipo para planchar', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,
39;Nicol-Haa;0;Izamal;9.0;98;450;calle 27 numero 279 entre 22 y 24 colonia centro,  97540,  Izamal,  México;['Alberca', 'Alberca exterior', 'Cargador de VE', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Estacionamiento', 'Gel desinfectante disponible', 'Nuevos protocolos de seguridad', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Sombrillas', 'Spa', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Escritorio', 'Ventilador', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hab. para personas con discapacidad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40;Hotel San Angel;4;Puebla;7.0;758;454;4 Poniente 504,  72000,  Puebla,  México;['Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Spa', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,
41;Suites Rusa;0;San Luis Potosi;7.4;46;461;Fray José de Arlegui 1526,  78240,  San Luis Potosi,  México;['Alberca', 'Alberca exterior', 'Sala de juegos o videojuegos', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi gratis', 'Asador exterior', 'Baño con regadera', 'Cocina', 'Microondas', 'Televisión por cable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42;Hotel Santa Cruz;4;Ciudad de México;6.7;76;463;Avenida Presidente Juarez,  54090,  Ciudad de México,  México;['Bar en el hotel', 'Centro de negocios', 'Check-in/check-out online', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Clóset', 'Escritorio', 'Televisión por cable', 'Teléfono', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hab. para personas con discapacidad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43;Hotel El Cid;3;Mérida;6.0;619;465;Calle 61 573-A x 74 y 76,,  97000,  Mérida,  México;['Alberca', 'Alberca exterior', 'Camastros', 'Desayuno', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Sala de conferencias', 'Sana distancia', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Baño con regadera', 'Clóset', 'Espejo de aumento', 'TV', 'Televisión por cable', 'Teléfono', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,
44;Hotel Na'Lum;0;San Cristóbal de las Casas;9.2;128;466;Carretera Panamericana KM 181,  29296,  San Cristóbal de las Casas,  México;['Botones', 'Café', 'Check-in anticipado', 'Check-out extendido', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Calefacción central', 'Equipo para planchar', 'Pantalla plana', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Tetera', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,
45;Capital O Andrade, Mexico City;4;Ciudad de México;7.4;1187;469;Doctor Andrade 69,  06720,  Ciudad de México,  México;['Bar en el hotel', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Equipo para planchar', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,
46;Villa las Margaritas Plaza Cristal;4;Xalapa Enriquez;8.8;296;470;Priv. Antonio Chedraui Caram Nos. 7 y 9,  91180,  Xalapa Enriquez,  México;['Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sala de juegos o videojuegos', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Calefacción central', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,
47;Hotel Bacaanda;0;Unión Hidalgo;8.7;8;470;Calle jose maria morelos,  70150,  Unión Hidalgo,  México;['Alberca', 'Alberca techada', 'Bar en el hotel', 'Check-in/out exprés', 'Mascotas permitidas', 'Recepción 24 horas', 'Restaurante', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Spa', 'Wifi gratis', 'Aire acondicionado', 'Baño con regadera', 'Equipo para planchar', 'TV', 'Televisión por cable', 'Masajes', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48;Hotel El Rancho;4;Navojoa;5.8;259;473;Carretera Internacional Kilómetro 1788,  85229,  Navojoa,  México;['Alberca', 'Alberca exterior', 'Check-in/check-out online', 'Cubrebocas disponibles', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Estancia gratuita para niños', 'Parque infantil'],,,,,,,,,,,,,,,,,,,,,,
49;Hotel Sofia;0;Puebla;8.0;261;476;319 Avenida 3 Poniente,  72000,  Puebla,  México;['Bar en el hotel', 'Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Valet parking', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'TV', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50;Hotel Francés;3;Culiacan;7.8;135;478;Escobedo,135,  80000,  Culiacan,  México;['Bar en el hotel', 'Caja fuerte en el hotel', 'Check-in/out exprés', 'Estacionamiento', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Recepción 24 horas', 'Renta de autos', 'Restaurante', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Escritorio', 'Espejo de aumento', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51;Hotel Hacienda Don Juan;3;San Cristóbal de las Casas;8.6;735;480;Prolongacion Insurgentes Number 162,  29290,  San Cristóbal de las Casas,  México;['Botones', 'Boutique en la propiedad', 'Café', 'Check-in/check-out online', 'Check-in/out exprés', 'Desayuno', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Terraza', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,
52;Hotel Palace Puebla;3;Puebla;7.8;738;480;Calle 2 Oriente 13,  72000,  Puebla,  México;['Bar en el hotel', 'Botones', 'Café', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hab. para personas con discapacidad'],,,,,,,,,,,,,,,,,
53;Hotel Mallorca;3;Ciudad de México;6.4;1218;487;Serapio Rendón No. 119,  06470,  Ciudad de México,  México;['Café', 'Check-in/check-out online', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,
54;Capital O Hotel Victoria Morelia;3;Morelia;7.0;748;490;Avenida Madero Pte No. 944,,  58000,  Morelia,  México;['Centro de negocios', 'Concierge', 'Desayuno', 'Elevador', 'Habitación de no fumar', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Servicio de lavandería', 'Servicio de limpieza', 'Tienda/quiosco', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Equipo para planchar', 'Escritorio', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55;Hotel Tematico Mision Colonial;4;San Cristóbal de las Casas;8.4;105;492;Diego de Mazariegos 47,  29240,  San Cristóbal de las Casas,  México;['Bar en el hotel', 'Botones', 'Boutique en la propiedad', 'Café', 'Camastros', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Fax/módem', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sala de juegos o videojuegos', 'Sana distancia', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Baño con regadera', 'Caja fuerte en habitación', 'Chimenea', 'Clóset', 'Equipo para planchar', 'Escritorio', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'TV por satélite', 'Televisión por cable', 'Teléfono', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Cama de bronceado', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,
56;Ayenda Continental Mexicano;3;Ciudad de México;8.0;406;495;San Marcos 20,  6010,  Ciudad de México,  México;['Botones', 'Check-in/check-out online', 'Desinfección frecuente', 'Doctor en el hotel', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Pantalla plana', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57;Hotel Las Dalias Inn;3;Mérida;7.8;759;500;Calle 57 No 435,  97000,  Mérida,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Café', 'Camastros', 'Centro de negocios', 'Check-in anticipado', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'Pantalla plana', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Cama de bronceado', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Cunas disponibles', 'Estancia gratuita para niños'],,,,,,,,,,,,,
58;Downtown Treasure Place;0;Ciudad de México;9.0;581;500;85 Marte,  06300,  Ciudad de México,  México;['Bar en el hotel', 'Café', 'Centro de negocios', 'Desinfección frecuente', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sala de juegos o videojuegos', 'Sana distancia', 'Servicio de lavandería', 'Tienda/quiosco', 'Toma de temperatura', 'Asador exterior', 'Balcón', 'Caja fuerte en habitación', 'Cocina', 'Equipo para planchar', 'Microondas', 'Parque infantil'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59;Hotel Emperador centro Guadalajara y Remodelado;4;Guadalajara;8.0;854;502;Av. 5 de Febrero 130, col. Zona Centro,  44460,  Guadalajara,  México;['Check-in/check-out online', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Clóset', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
60;Hotel Tacubaya;3;Ciudad de México;8.0;300;503;Av. Viaducto Miguel Alemán #29,  11870,  Ciudad de México,  México;['Bar en el hotel', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'PC con internet', 'Recepción 24 horas', 'Restaurante', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Calefacción central', 'Espejo de aumento', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
